department,semester,gender,hostel_or_dayscholar,study_time_preference,learning_style,sleep_quality,stress_level,internet_access_quality,part_time_job,mentor_support,placement_status,study_minutes_per_day,material_prep_minutes_per_week,extracurricular_minutes_per_week,skill_dev_minutes_per_week,attendance_percentage,previous_year_score,previous_semester_gpa,backlogs_count,internal_marks,projects_completed,hackathons_participated,internships_completed,certifications_count,coding_problems_solved,coding_platform_rating
IT,5,Male,Hostel,Afternoon,Kinesthetic,Poor,High,Good,No,No,Not Started,171,36,0,373,83.3,73.3,7.24,0,37,7,1,0,1.0,222,1229
CSE-AIML,1,Male,Hostel,Afternoon,Kinesthetic,Average,Low,Poor,No,No,Not Started,96,368,163,566,64.1,67.9,5.67,3,33,2,0,0,0.0,57,1094
CSE-AIML,1,Female,Day Scholar,Afternoon,Auditory,Average,Medium,Good,Yes,Yes,Not Started,157,266,94,365,61.8,60.3,6.29,1,30,0,1,0,0.0,6,770
ECE,5,Male,Hostel,Afternoon,Auditory,Poor,High,Good,No,No,Not Started,89,109,0,140,74.6,69.7,7.8,0,37,4,3,1,1.0,76,1041
IT,7,Female,Hostel,Night,Kinesthetic,Average,Low,Average,No,Yes,Placed,242,402,252,424,81.2,77.2,7.54,1,42,7,2,1,6.0,325,1049
CSE-DS,2,Male,Hostel,Night,Visual,Average,Medium,Good,No,Yes,Not Started,149,369,209,88,82.0,63.4,6.36,1,28,2,0,0,2.0,0,825
CSE,6,Male,Day Scholar,Night,Auditory,Average,Low,Good,No,No,Not Started,270,384,221,452,80.3,71.9,6.81,0,35,8,2,3,0.0,323,1285
CSE,6,Male,Hostel,Night,Visual,Average,Low,Average,No,No,In Progress,200,160,285,326,76.9,81.5,7.94,2,41,5,3,0,1.0,189,1048
CSE,1,Male,Day Scholar,Afternoon,Visual,Good,Low,Good,No,No,Not Started,174,206,118,223,81.7,67.2,6.43,4,29,0,0,0,0.0,76,1147
CSE-AIML,7,Male,Day Scholar,Afternoon,Kinesthetic,Average,Low,Good,No,No,Placed,39,218,153,640,100.0,59.6,5.55,5,30,10,3,3,4.0,441,1237
CSE,4,Female,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,No,Not Started,157,259,180,194,93.0,72.3,7.59,0,34,1,1,1,2.0,102,745
CSE-DS,6,Male,Hostel,Night,Visual,Average,Medium,Average,No,Yes,Not Started,91,169,0,280,56.8,61.9,5.64,2,35,2,1,1,6.0,150,1004
CSE-AIML,7,Male,Day Scholar,Night,Auditory,Poor,High,,No,Yes,In Progress,260,263,151,0,67.3,67.6,7.36,0,33,9,1,0,3.0,17,1418
ECE,8,Male,Day Scholar,,Kinesthetic,Average,Medium,Good,No,No,Placed,65,280,0,271,96.5,68.1,6.7,0,35,5,1,4,7.0,126,1037
CSE,5,Male,Day Scholar,Night,Auditory,Good,Low,Good,No,No,Not Started,221,125,249,380,94.3,76.4,6.6,0,38,4,1,0,3.0,246,1198
CSE-AIML,2,Female,Day Scholar,Night,Auditory,Good,Low,Good,No,Yes,Not Started,145,193,146,164,93.4,63.3,7.29,0,36,1,1,0,1.0,22,887
ECE,6,Male,Hostel,Night,Kinesthetic,Poor,High,,No,No,Not Started,220,320,49,422,77.9,69.0,6.57,0,30,3,1,3,2.0,259,1193
IT,3,Female,Hostel,Night,Auditory,Average,Medium,Good,Yes,No,Not Started,36,137,110,137,100.0,65.3,5.87,4,28,4,2,1,1.0,7,1156
ECE,8,Female,Hostel,Night,Visual,Poor,Medium,Good,No,Yes,Placed,136,330,70,479,83.9,75.7,7.87,0,37,10,2,2,7.0,341,1256
CSE-AIML,7,Female,Hostel,Morning,Auditory,Good,Low,Good,No,No,Placed,274,362,152,605,87.3,70.8,7.03,0,33,5,0,1,3.0,402,771
CSE-AIML,4,Male,Hostel,Afternoon,Visual,Average,Medium,Average,No,Yes,Not Started,182,127,12,78,85.1,75.4,6.81,0,37,1,1,1,2.0,11,1254
CSE,6,Male,Hostel,Night,Kinesthetic,Average,Low,Average,No,No,Not Started,157,109,185,460,76.4,69.0,8.0,1,35,3,1,1,5.0,265,1024
CSE,8,Male,Day Scholar,Morning,Kinesthetic,Poor,High,Good,No,Yes,Placed,117,391,138,379,78.6,68.4,5.86,2,35,7,1,2,6.0,414,1112
CSE-DS,6,Male,Hostel,Morning,Kinesthetic,Average,High,Average,No,No,In Progress,136,337,168,130,57.5,61.1,6.14,1,28,5,2,0,3.0,36,1153
IT,3,Male,Hostel,Night,Auditory,Good,Medium,Average,No,No,Not Started,184,48,66,266,80.3,69.8,6.59,0,32,2,0,0,1.0,73,907
ECE,6,Female,Day Scholar,Night,Visual,Average,Medium,Good,No,No,Not Started,71,365,30,130,98.9,74.1,7.0,0,33,5,1,2,3.0,0,854
IT,1,Male,Day Scholar,Morning,Visual,Poor,High,Poor,No,No,Not Started,247,247,290,44,62.4,69.1,7.2,2,33,0,1,0,0.0,24,916
ECE,5,Male,Hostel,Morning,Auditory,Average,Medium,Good,No,Yes,Not Started,146,256,101,262,82.0,76.9,7.04,0,35,6,2,0,2.0,127,1041
CSE-AIML,3,Female,Hostel,Night,Auditory,Average,High,Average,Yes,Yes,Not Started,118,332,59,182,73.1,61.6,6.11,2,27,2,2,0,1.0,126,1133
ECE,6,Other,Hostel,Morning,Visual,Average,Medium,Average,No,No,Not Started,250,109,46,0,84.3,76.9,8.59,0,42,6,2,1,4.0,0,908
CSE-AIML,6,Male,Hostel,Night,Visual,Good,Low,Average,No,Yes,Not Started,116,92,259,413,81.4,68.5,6.92,1,36,3,3,0,4.0,275,1114
CSE-DS,4,Female,Day Scholar,Morning,Kinesthetic,Good,Low,Good,No,Yes,Not Started,96,330,154,320,67.4,60.8,5.79,0,29,4,1,0,2.0,147,937
CSE-AIML,4,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Average,Yes,No,Not Started,226,165,173,647,100.0,81.4,7.42,0,39,3,2,1,3.0,347,1183
CSE-AIML,7,Male,Day Scholar,Night,Auditory,Average,Medium,Good,No,Yes,Placed,92,318,65,291,89.8,67.4,7.47,0,39,6,6,1,3.0,318,1065
CSE,4,Male,Day Scholar,Afternoon,Visual,Average,Medium,Average,No,Yes,Not Started,165,229,79,82,77.9,68.1,6.32,2,34,2,3,0,0.0,26,1144
ECE,4,Male,Hostel,Morning,Visual,Poor,Medium,Good,No,No,Not Started,168,218,106,658,85.2,67.3,5.79,3,31,2,1,1,3.0,334,1199
CSE,5,Female,Hostel,Night,Auditory,Good,Low,Good,No,Yes,Not Started,81,173,214,0,49.1,57.0,6.36,3,28,4,2,2,1.0,43,950
CSE-DS,2,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,62,306,97,193,100.0,75.9,7.53,0,41,3,0,0,0.0,42,1034
IT,5,Female,Day Scholar,Night,Visual,Average,Medium,Average,No,No,Not Started,250,422,265,268,94.7,80.5,8.29,0,42,5,0,3,0.0,74,1340
CSE,7,Male,Hostel,Morning,Kinesthetic,Average,Medium,Poor,No,Yes,Placed,168,201,53,177,85.0,69.6,5.93,1,27,7,1,2,,122,966
CSE,5,Female,Day Scholar,Morning,Auditory,Poor,Low,Good,No,Yes,Not Started,199,294,236,512,73.9,71.0,7.18,0,39,4,1,2,2.0,255,1251
IT,2,Male,Hostel,Night,Auditory,Poor,High,Good,No,Yes,Not Started,212,150,76,540,78.9,85.2,8.13,0,40,2,1,0,1.0,73,1128
ECE,3,Female,Hostel,,Visual,Average,Medium,Good,No,No,Not Started,121,121,148,228,81.0,73.5,7.27,2,31,3,2,0,2.0,27,904
CSE-DS,6,Male,Day Scholar,Night,Kinesthetic,Good,Low,Good,No,No,Not Started,199,142,233,152,89.9,65.2,6.39,4,31,4,1,1,2.0,119,864
CSE-AIML,3,Female,Day Scholar,Night,Visual,Poor,Medium,Good,Yes,No,Not Started,184,142,58,506,79.6,65.8,6.01,1,38,2,2,0,3.0,109,989
CSE,1,Female,Hostel,Morning,Visual,Poor,High,Good,No,No,Not Started,139,0,31,156,100.0,75.7,7.71,0,41,1,0,0,1.0,54,972
CSE,5,Male,Hostel,Night,Kinesthetic,Good,Medium,Good,No,No,Not Started,144,151,209,58,83.1,61.6,6.85,0,29,2,2,0,1.0,21,1177
CSE,8,Male,Day Scholar,Night,Auditory,Average,Medium,Good,No,No,In Progress,43,153,106,280,72.1,70.3,7.54,0,35,10,3,3,0.0,283,1056
CSE,8,Male,Hostel,Morning,Kinesthetic,Good,Medium,Good,No,Yes,In Progress,42,370,0,0,75.9,61.8,6.29,1,32,4,1,2,2.0,0,914
CSE,7,Male,Hostel,Morning,Auditory,Good,Medium,Average,Yes,Yes,In Progress,128,267,19,358,100.0,73.3,7.45,1,33,3,1,1,2.0,214,1018
CSE,6,Male,Hostel,Night,Auditory,Average,Medium,Average,No,No,In Progress,73,56,102,0,73.5,69.5,6.47,3,34,3,2,1,3.0,20,1087
CSE-AIML,2,Female,Day Scholar,Afternoon,Auditory,Average,Medium,Average,No,No,Not Started,221,162,0,320,85.2,72.5,7.32,0,34,4,0,0,3.0,5,657
CSE-AIML,4,Male,Hostel,Afternoon,Visual,Poor,Medium,Good,No,Yes,Not Started,125,39,186,0,83.3,64.4,6.22,1,28,0,2,2,0.0,0,1041
IT,2,Male,Hostel,Night,Kinesthetic,Good,Low,Good,No,No,Not Started,171,426,217,178,92.4,78.3,8.66,0,42,3,0,0,3.0,45,1193
CSE,1,Male,Day Scholar,Morning,Auditory,Average,Medium,Good,No,No,Not Started,196,402,187,270,82.1,82.7,7.94,0,41,1,0,0,1.0,0,901
IT,3,Female,Day Scholar,Morning,Kinesthetic,Poor,High,Good,No,No,Not Started,178,335,234,524,80.8,68.6,7.07,0,33,3,0,1,1.0,38,1004
CSE-AIML,3,Female,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,No,Not Started,207,286,41,635,85.6,74.9,7.99,0,39,6,1,0,1.0,192,992
CSE,8,Female,Hostel,Morning,Kinesthetic,Poor,Medium,Average,Yes,No,In Progress,254,215,99,332,84.4,70.4,6.96,0,38,7,5,5,3.0,217,931
IT,5,Female,Day Scholar,Morning,Visual,Average,Medium,Average,No,Yes,Not Started,135,276,262,278,75.5,64.9,6.66,0,30,6,3,0,1.0,119,984
CSE-AIML,1,Female,Hostel,Night,Auditory,Poor,High,Poor,No,No,Not Started,217,286,171,539,100.0,80.1,7.45,1,43,0,0,0,1.0,27,1050
CSE,7,Male,Day Scholar,Morning,Auditory,Average,Medium,Good,No,Yes,In Progress,251,148,67,284,71.3,76.4,7.72,0,35,4,2,1,7.0,200,777
CSE,1,Female,Hostel,Morning,Visual,Average,High,Good,No,Yes,Not Started,230,30,127,380,73.0,72.8,8.06,0,35,1,0,0,0.0,8,1033
CSE-DS,3,Male,Day Scholar,Afternoon,Auditory,Poor,Medium,Good,No,No,Not Started,193,0,0,247,74.8,66.2,6.12,1,30,0,0,1,1.0,31,1395
CSE,7,Female,Hostel,Night,Visual,Average,Low,Good,No,Yes,In Progress,112,0,215,355,77.1,62.1,6.72,0,24,3,6,3,3.0,215,983
CSE-AIML,2,Female,Hostel,Night,Visual,Average,Medium,Good,No,Yes,Not Started,197,197,243,350,94.1,76.1,7.17,0,35,3,0,0,2.0,72,1076
IT,7,Male,Day Scholar,Morning,Auditory,Average,Medium,Good,No,No,Placed,216,543,205,383,100.0,72.3,6.88,2,35,9,3,1,2.0,283,1290
CSE,5,Male,Day Scholar,Afternoon,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,160,124,87,328,67.1,57.0,5.26,0,31,9,1,0,1.0,209,927
CSE,2,Male,Hostel,Night,Kinesthetic,Average,Medium,Good,No,Yes,Not Started,243,399,251,109,78.3,76.8,8.07,0,40,5,1,0,0.0,6,808
CSE,1,Male,Hostel,Morning,Auditory,Poor,Medium,Good,No,No,Not Started,97,106,238,432,62.3,56.1,5.28,1,23,1,0,0,0.0,75,1277
ECE,8,Female,Day Scholar,Afternoon,Kinesthetic,Average,Medium,Good,No,No,Placed,33,328,55,896,87.4,71.6,7.05,0,39,6,3,0,5.0,652,1175
CSE-DS,6,Female,Day Scholar,Morning,Auditory,Average,Medium,Good,Yes,No,In Progress,93,346,164,127,84.3,73.6,7.53,0,37,4,2,0,2.0,83,980
CSE-AIML,6,Female,Hostel,Night,Kinesthetic,Poor,Medium,Average,No,No,In Progress,127,386,74,664,78.5,63.9,6.26,4,31,4,2,1,1.0,433,1084
IT,2,Male,Hostel,Night,Kinesthetic,Good,Low,Good,No,No,Not Started,271,600,8,330,82.4,75.2,7.76,0,35,2,1,0,1.0,23,1012
CSE-AIML,2,Female,Hostel,Afternoon,Visual,Average,Medium,Good,No,No,Not Started,154,32,142,588,81.6,73.7,8.27,0,41,1,0,0,1.0,100,1160
CSE,7,Female,Hostel,Night,Visual,Good,Low,Poor,No,Yes,Placed,162,400,110,596,76.3,70.0,6.65,1,34,4,1,2,4.0,401,1252
CSE,8,Male,Hostel,Morning,Auditory,Good,Medium,Good,No,Yes,Placed,205,162,120,199,85.1,72.5,6.95,0,33,9,1,2,2.0,173,1151
CSE,3,Male,Day Scholar,Morning,Auditory,Poor,Medium,,No,No,Not Started,260,303,148,464,100.0,74.9,7.44,0,34,4,0,1,3.0,107,1324
CSE,5,Male,Hostel,Afternoon,Auditory,Average,High,Good,No,No,Not Started,312,273,296,209,91.4,85.7,8.84,0,42,2,1,0,0.0,3,940
CSE,3,Female,Hostel,Afternoon,Visual,Poor,High,Average,No,Yes,Not Started,76,352,107,182,79.2,61.2,6.27,4,31,2,0,0,0.0,17,1209
CSE,1,Male,Hostel,Morning,Kinesthetic,Good,Medium,Good,No,No,Not Started,218,190,161,0,83.4,72.6,6.47,1,30,0,0,0,1.0,16,958
CSE-DS,5,Female,Day Scholar,Morning,Visual,Average,Medium,Poor,No,No,Not Started,103,135,35,200,72.4,63.2,5.98,1,32,6,1,0,7.0,79,1003
CSE,4,Female,Hostel,Night,Auditory,Average,Medium,Good,No,Yes,Not Started,76,225,282,294,88.9,61.9,5.38,4,30,4,0,0,1.0,175,1057
IT,6,Female,Hostel,Morning,Auditory,Good,Low,Good,No,No,In Progress,317,338,0,623,70.2,71.1,6.83,0,35,4,2,1,2.0,345,1055
CSE,5,Male,Day Scholar,Night,Auditory,Good,Low,Average,Yes,No,Not Started,194,484,159,417,93.9,75.8,7.21,0,40,1,1,0,1.0,226,1102
CSE-AIML,4,Female,Day Scholar,Night,Kinesthetic,Poor,Medium,Poor,No,No,Not Started,195,248,175,181,78.9,68.3,6.26,1,33,3,1,0,1.0,113,1162
CSE,6,Male,Day Scholar,Night,Visual,Average,Low,Good,No,Yes,Not Started,225,129,429,654,58.0,65.3,6.3,2,30,8,0,1,3.0,388,1130
CSE-AIML,5,Female,Day Scholar,Morning,Visual,Good,Medium,Good,No,Yes,Not Started,334,255,299,324,91.3,82.6,7.91,0,43,5,2,1,4.0,186,1223
CSE-AIML,8,Male,Hostel,Morning,Kinesthetic,Poor,High,Good,No,No,Placed,266,360,193,563,71.8,75.2,7.73,0,38,6,1,2,3.0,577,1121
CSE-AIML,3,Male,Hostel,Afternoon,Visual,Good,Medium,Good,No,No,Not Started,93,341,88,454,97.2,64.8,6.88,1,34,4,1,0,3.0,85,873
ECE,4,Male,Hostel,Morning,Auditory,Poor,Medium,Poor,No,No,Not Started,215,313,32,655,73.8,68.8,7.08,0,33,2,2,0,2.0,278,1412
CSE,7,Female,Day Scholar,Night,Visual,Good,Low,Good,No,Yes,In Progress,67,452,377,286,70.4,61.8,7.26,1,31,6,4,0,4.0,223,1082
CSE,1,Male,Hostel,Night,Kinesthetic,Good,Low,Good,No,No,Not Started,200,252,0,475,100.0,72.3,7.44,0,33,0,0,0,0.0,161,1215
CSE-AIML,3,Male,Hostel,Night,Visual,Good,Medium,Good,No,No,Not Started,124,341,223,51,61.5,63.7,7.31,0,28,2,1,0,1.0,36,867
CSE-DS,8,Female,Hostel,Night,Kinesthetic,Good,Medium,Average,No,No,In Progress,219,270,30,181,77.5,74.3,8.0,0,43,13,3,1,2.0,128,1097
CSE,7,Female,Day Scholar,Afternoon,Visual,Good,Low,Average,No,Yes,Placed,209,170,91,195,82.4,68.9,7.18,0,39,5,5,2,4.0,182,1228
CSE-AIML,2,Male,Hostel,Morning,Kinesthetic,Good,Low,Average,No,No,Not Started,310,267,205,58,98.2,80.6,7.46,1,41,4,0,0,4.0,1,1018
CSE,2,Female,Hostel,Night,Auditory,Poor,High,Good,No,No,Not Started,78,186,132,519,84.2,62.6,6.27,1,29,3,1,0,1.0,125,1204
CSE,2,Female,Day Scholar,Morning,Kinesthetic,Good,Medium,Good,No,No,Not Started,246,369,158,12,68.7,68.4,7.01,0,39,0,2,0,0.0,54,1266
CSE,8,Female,Hostel,Night,Visual,Average,Medium,Average,No,No,Placed,159,0,181,692,76.2,64.9,6.21,0,37,7,2,1,,567,1061
IT,5,Male,Hostel,Night,Kinesthetic,Average,Medium,Average,Yes,No,Not Started,115,201,66,164,72.0,60.2,5.62,4,32,0,4,1,1.0,99,1198
CSE-AIML,8,Male,Day Scholar,Night,Auditory,Good,Low,Good,No,Yes,Placed,271,401,97,458,96.7,79.5,8.75,0,42,3,1,2,3.0,413,1285
CSE,3,Male,Hostel,Morning,Auditory,Average,Medium,Average,No,Yes,Not Started,247,190,176,122,78.0,69.7,6.86,0,34,0,0,1,2.0,54,1025
IT,3,Male,Day Scholar,Night,Kinesthetic,Poor,High,Average,Yes,No,Not Started,51,79,196,353,78.1,64.1,6.21,1,30,6,2,0,1.0,167,1144
IT,1,Male,Hostel,Morning,Auditory,Average,Low,Average,No,Yes,Not Started,308,162,43,158,100.0,89.3,8.88,0,42,1,0,0,0.0,3,1268
CSE-AIML,7,Male,Hostel,Afternoon,Kinesthetic,Poor,High,Average,No,Yes,Placed,258,265,179,545,59.6,67.4,6.14,3,34,5,2,1,8.0,372,1288
CSE,5,Male,Hostel,Night,Auditory,Poor,Medium,Average,No,Yes,Not Started,226,286,138,242,93.2,77.6,7.79,0,35,3,0,2,5.0,43,1158
IT,3,Female,Day Scholar,Afternoon,Visual,Average,Medium,Poor,No,Yes,Not Started,192,256,27,400,87.7,78.2,6.75,0,45,3,0,0,0.0,135,1038
IT,1,Female,Hostel,Afternoon,Auditory,Good,Low,Poor,Yes,Yes,Not Started,135,234,62,212,86.6,70.4,7.74,0,39,1,1,0,2.0,0,1003
CSE-DS,4,Female,Hostel,Morning,Visual,Good,Low,Poor,No,No,Not Started,235,138,243,138,71.9,67.7,7.05,0,33,2,3,3,5.0,0,897
CSE-AIML,5,Female,Hostel,Night,Auditory,Average,High,Poor,No,Yes,Not Started,249,285,0,151,98.1,78.9,7.15,0,35,4,0,2,1.0,89,1255
CSE,1,Male,Hostel,Morning,Visual,Average,Medium,Good,No,Yes,Not Started,30,0,0,431,82.8,64.7,6.22,1,35,0,0,0,0.0,75,977
CSE-DS,4,Male,Hostel,Night,Auditory,Good,Low,Good,No,Yes,Not Started,152,168,13,81,79.3,69.7,7.13,0,31,3,2,2,1.0,3,1001
CSE-AIML,2,Female,Hostel,Night,Visual,Average,Low,Average,No,No,Not Started,117,277,0,12,84.8,60.1,5.53,0,27,5,3,0,0.0,0,1002
IT,3,Male,Day Scholar,Afternoon,Auditory,Poor,High,Poor,No,No,Not Started,0,37,135,170,91.1,71.4,7.0,1,30,1,1,0,0.0,74,1038
CSE-AIML,3,Male,Hostel,Night,Visual,Poor,Medium,Good,No,No,Not Started,252,333,139,150,75.4,66.1,5.9,2,34,5,0,1,2.0,61,1041
IT,7,Female,Day Scholar,Night,Kinesthetic,Good,Low,Good,No,No,In Progress,171,247,126,187,78.4,66.8,6.34,1,32,4,2,0,1.0,87,961
CSE,2,Male,Hostel,Night,Auditory,Poor,High,Average,No,No,Not Started,233,141,195,518,84.3,75.1,7.35,0,35,4,1,0,1.0,147,1013
CSE-AIML,3,Male,Hostel,Night,Kinesthetic,Poor,Medium,Good,No,Yes,Not Started,29,204,0,86,86.8,74.1,6.53,0,35,5,0,0,1.0,40,1193
CSE-DS,2,Male,Day Scholar,Afternoon,Kinesthetic,Average,Medium,Good,No,No,Not Started,294,347,14,453,66.0,73.4,7.54,0,33,2,2,0,0.0,41,1105
CSE-DS,2,Male,Hostel,Night,Visual,Average,Medium,Poor,No,No,Not Started,143,247,134,182,72.6,67.7,6.53,0,33,3,0,0,2.0,112,1102
CSE,7,Male,Day Scholar,Morning,Kinesthetic,Good,High,Good,No,No,In Progress,164,348,135,170,84.8,69.6,7.67,0,35,6,4,0,0.0,138,1054
CSE,3,Female,Day Scholar,Night,Visual,Good,Low,Average,No,No,Not Started,178,123,119,148,65.5,64.2,6.1,3,29,2,2,0,,0,803
CSE,1,Female,Hostel,Afternoon,Kinesthetic,Good,Low,Average,No,Yes,Not Started,252,324,159,738,73.0,75.2,7.27,0,35,1,0,0,1.0,88,1055
CSE,7,Male,Hostel,Morning,Visual,Average,Medium,Good,No,Yes,In Progress,171,181,123,470,91.6,75.5,8.64,0,43,3,2,2,3.0,264,947
IT,5,Male,Hostel,Night,Visual,Poor,Medium,Good,No,No,Not Started,93,197,133,346,79.3,67.3,6.97,2,29,3,1,1,3.0,184,1197
CSE-DS,1,Male,Hostel,Afternoon,Visual,Good,Medium,Average,Yes,Yes,Not Started,250,332,78,534,77.0,67.7,6.55,0,35,0,1,0,0.0,140,1031
CSE,8,Male,Hostel,Afternoon,Kinesthetic,Average,Medium,Average,Yes,Yes,Placed,137,240,7,557,68.4,67.8,6.81,0,34,6,3,2,5.0,409,1307
CSE-DS,3,Female,Day Scholar,Morning,Visual,Average,Medium,Good,No,Yes,Not Started,346,403,142,386,81.8,84.7,7.3,0,40,5,0,0,1.0,61,1072
ECE,5,Male,Day Scholar,Night,Auditory,Average,Medium,Good,No,No,Not Started,293,163,129,397,86.0,78.2,6.44,2,34,6,1,2,3.0,240,1246
CSE,6,Other,Hostel,Night,Auditory,Average,Medium,Good,No,Yes,Not Started,224,77,205,284,79.4,70.7,7.02,0,40,4,3,1,3.0,135,1181
CSE,3,Male,Hostel,Morning,Auditory,Good,Low,Good,No,Yes,Not Started,167,230,0,208,69.8,73.2,8.17,0,37,1,2,0,0.0,26,946
CSE,7,Male,Hostel,Night,Auditory,Good,Medium,Good,No,No,In Progress,158,407,0,280,94.8,79.5,7.66,1,40,7,2,1,4.0,102,927
ECE,7,Male,Day Scholar,Morning,Kinesthetic,Poor,High,Average,Yes,Yes,Placed,213,168,0,74,72.6,70.9,7.35,0,37,10,3,2,3.0,64,1092
ECE,1,Male,Hostel,Morning,Visual,Average,Medium,Poor,No,Yes,Not Started,276,240,220,182,88.3,77.7,8.54,0,42,1,3,0,1.0,52,993
CSE,4,Male,Hostel,Night,Kinesthetic,Average,Low,,No,Yes,Not Started,208,241,0,349,76.3,67.2,7.14,0,27,3,0,3,1.0,119,969
CSE-AIML,7,Male,Hostel,Afternoon,Visual,Average,Medium,Average,No,No,In Progress,121,352,254,432,90.6,69.3,7.47,0,41,6,3,1,6.0,339,1155
IT,2,Male,Hostel,Morning,Visual,Average,Medium,Average,No,Yes,Not Started,172,395,140,0,82.9,69.0,6.99,0,37,1,0,0,3.0,0,856
IT,8,Male,Day Scholar,Afternoon,Kinesthetic,Average,Medium,Poor,Yes,Yes,Placed,178,196,81,434,69.9,69.8,7.29,1,34,6,2,4,2.0,363,1168
CSE,7,Male,Hostel,Night,Auditory,Average,Medium,Good,No,No,In Progress,67,139,216,271,89.0,67.2,7.8,1,34,9,4,0,4.0,289,944
CSE,2,Male,Hostel,Night,Visual,Average,Medium,Good,No,Yes,Not Started,238,107,47,0,84.3,84.1,8.37,0,41,2,0,0,0.0,1,1003
IT,1,Male,Hostel,Night,Visual,Poor,Medium,Good,No,Yes,Not Started,223,296,37,449,91.4,80.7,8.48,0,48,2,1,0,1.0,0,987
CSE,5,Male,Hostel,Night,Visual,Average,Low,Average,No,No,Not Started,133,239,175,372,72.5,78.9,8.04,0,39,4,1,1,1.0,164,836
CSE,4,Male,Hostel,Night,Kinesthetic,Average,Low,Poor,Yes,Yes,Not Started,217,417,180,184,90.0,82.6,7.36,2,34,1,3,0,0.0,84,856
CSE,2,Male,Day Scholar,Night,Visual,Good,Low,Good,No,No,Not Started,201,162,137,368,76.9,75.0,6.72,1,39,0,0,0,2.0,85,1050
ECE,3,Male,Day Scholar,Night,Auditory,Average,Low,Good,Yes,No,Not Started,129,313,44,218,82.4,71.3,7.13,0,32,2,0,0,0.0,69,1209
ECE,1,Male,Day Scholar,Night,Auditory,Good,Low,Good,No,No,Not Started,223,184,150,246,67.7,66.2,5.86,5,31,1,0,0,0.0,77,1280
IT,8,Male,Hostel,Morning,Kinesthetic,Poor,Medium,Good,No,Yes,In Progress,150,354,32,0,70.2,70.1,7.47,0,34,5,5,0,2.0,15,994
CSE,8,Female,Hostel,Morning,Kinesthetic,Poor,Medium,Good,No,Yes,Placed,269,219,65,364,100.0,78.8,7.46,0,36,7,1,1,5.0,405,1053
CSE-AIML,2,Female,Day Scholar,Night,Auditory,Average,Medium,Good,No,No,Not Started,66,342,92,188,92.2,70.3,6.56,0,32,0,0,0,1.0,31,1138
IT,2,Male,Day Scholar,Afternoon,Kinesthetic,Average,High,Good,No,No,Not Started,113,56,123,518,85.0,65.8,6.02,1,33,2,0,0,0.0,47,1011
IT,2,Male,Hostel,Night,Kinesthetic,Good,Low,Poor,No,Yes,Not Started,129,294,375,88,85.3,68.9,7.38,0,32,2,0,0,0.0,82,1177
CSE,2,Female,Hostel,Night,Kinesthetic,Poor,High,Good,No,No,Not Started,57,386,122,0,58.8,46.4,4.89,1,19,0,0,0,0.0,0,1220
CSE-DS,7,Male,Day Scholar,Night,Kinesthetic,Good,Medium,Good,No,Yes,In Progress,64,278,154,277,81.8,66.4,6.27,1,28,3,2,0,2.0,164,1014
CSE-DS,7,Male,Hostel,Morning,Visual,Average,High,Average,No,Yes,In Progress,184,284,314,331,90.4,73.5,7.56,0,41,3,2,2,6.0,231,1060
CSE,2,Female,Day Scholar,Afternoon,Kinesthetic,Good,Low,Average,No,No,Not Started,396,207,249,381,78.4,77.4,7.79,0,37,3,0,0,3.0,159,1023
CSE,1,Male,Day Scholar,Morning,Auditory,Poor,High,Good,Yes,Yes,Not Started,157,229,107,49,100.0,78.2,7.84,0,47,1,0,0,0.0,1,1199
CSE-AIML,7,Female,Hostel,Afternoon,Visual,Poor,Medium,Poor,No,Yes,In Progress,71,294,32,141,100.0,65.8,6.38,1,33,9,4,3,4.0,55,1205
CSE,2,Male,Hostel,Night,Auditory,Good,Low,Good,No,No,Not Started,299,291,2,109,82.6,70.1,6.92,0,42,6,1,0,1.0,0,899
CSE,2,Female,Hostel,Morning,Visual,Poor,High,Good,No,No,Not Started,181,229,111,332,56.2,58.6,6.05,3,28,3,1,0,3.0,92,1115
IT,5,Male,Day Scholar,Afternoon,Kinesthetic,Poor,High,Good,No,Yes,Not Started,190,276,205,407,74.9,61.0,6.34,1,32,4,2,1,4.0,207,1273
IT,3,Female,Hostel,Night,Kinesthetic,Good,Low,Good,No,No,Not Started,129,331,117,0,73.9,68.0,6.3,0,39,1,1,0,0.0,61,900
CSE-DS,5,Female,Hostel,Night,Kinesthetic,Good,Medium,Good,No,Yes,Not Started,30,380,162,203,80.0,71.8,7.27,0,32,1,0,1,6.0,54,962
CSE-DS,6,Female,Hostel,Night,Auditory,Average,Low,Average,No,Yes,Not Started,211,109,155,231,73.8,58.4,5.43,0,28,5,1,1,6.0,131,1082
CSE-AIML,7,Male,Day Scholar,Night,Kinesthetic,Average,Medium,Good,No,Yes,Placed,91,55,17,288,84.2,62.8,6.99,0,32,6,3,1,1.0,188,1103
